,link,name,user rating,Price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Power Supply,Battery Cell,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Expandable Memory,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Finger Print Sensor,Keyboard,Backlit Keyboard,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Ethernet,Web Camera,Pointer Device,Included Software,Battery Backup,Chipset,Memory Slots,RAM Frequency,RJ45,Sound Chip,Brightness,Laptop Bag,Other Accessories,International Warranty,Wireless WAN,Recovery Options,RPM,Hardware Interface,Face Recognition,System Architecture,Refresh Rate,Antivirus,Multi Card Slot,Lock Port,NFC Support,HDD Capacity,Stylus Included,TGP,VGA Port,Color Gamut,Security Chip,Inbuilt 4G LTE,Cloud Storage,S-video,Dock Port,Firewire Port,RJ11,Read/Write Speed,EMMC Storage Capacity,Optane Memory
160,https://www.flipkart.com/msi-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-3070-crosshair-15-rainbow-six-extraction-b12ugz-032in-gaming-laptop/p/itm1f08d531d7934?pid=COMGAE6BUU85DPFB&lid=LSTCOMGAE6BUU85DPFBSII5UH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_161&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.COMGAE6BUU85DPFB.SEARCH&ssid=k3w59zhoio2x9s741653220445133,"MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) Crosshair 15 Rainbow Six Extraction Edition B12UGZ-032IN Gaming Laptop  (15.6 inch, Black, 2.47 kg)",,"?1,79,990","Laptop, battery, power adapter, user guide, Crosshair 15 Rainbow Six Extraction Edition Bundle Accessories",Crosshair 15 Rainbow Six Extraction Edition B12UGZ-032IN,9S7-158362-032,Crosshair 15 R6E B12UGZ,,Black,Gaming Laptop,"Gaming, Processing & Multitasking",240 W adapter,4 cell,No,GDDR6,8 GB,Intel,Core i7,12th Gen,Yes,1 TB,16 GB,DDR4,12700H,3.0 GHz upto max turbo frequency at 4.7 GHz,,,NVIDIA GeForce RTX 3070,,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x Type-C USB3.2 Gen1, 2 x Type-A USB3.2 Gen1, 1 x Type-A USB2.0",1 x HDMI,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,QHD 165Hz DCI-P3 100% typical,Built-in Dual Speakers,Yes,Realtek ALC233,Intel Wi-Fi 6 AX201(2x2 ax),v5.2,359 x 259 x 26.9 mm,2.47 kg,Not Available,No,Spectrum Backlight Keyboard,Yes,90 Whr,2 Year Warranty Term,Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,Yes,720p HD Webcam,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,https://www.flipkart.com/samsung-galaxy-book-go-snapdragon-7c-gen-2-4-gb-128-gb-emmc-storage-windows-11-home-np340xla-ka1in-thin-light-laptop/p/itm57fdb71eb3d2a?pid=COMGCFN8JMVHPHNZ&lid=LSTCOMGCFN8JMVHPHNZRG2BGK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_162&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.COMGCFN8JMVHPHNZ.SEARCH&ssid=k3w59zhoio2x9s741653220445133,"SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NP340XLA-KA1IN Thin and Light Laptop  (14 Inch, Silver, 1.38 Kg, With MS Office)",4.8,"?36,990","Laptop, battery, adapter, cables and user manuals",NP340XLA-KA1IN,NP340XLA-KA1IN,NP340XLA-KA1IN,Galaxy Book Go,Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,Qualcomm,Snapdragon 7c Gen 2,,No,,4 GB,LPDDR4X,,Up to 2.55 GHz,,,Qualcomm Adreno Adreno,,,Windows 11 Home,Windows 11,Yes,"2 x USB Type-C, 1 USB Type-A",,No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD TFT LED Display,Built-in Stereo Speakers,Built-in microphone,,802.11 ac (2x2),v5.1,323.9 x 224.8 x 14.9 mm,1.38 Kg,Not Available,,island Keyboard,No,Li-Ion polymer Battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Not Available,HD Webam,Touchpad,Office Home and Student 2021,16 Hours Video Play,,,,,,,,,,,,,,,,,,1 x Micro SD card reader,,,,,,,,,,,,,,,,128 GB,
162,https://www.flipkart.com/acer-predator-helios-300-core-i9-11th-gen-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-3060-360-hz-ph315-54-gaming-laptop/p/itmd71aac320ff3e?pid=COMGBWPJRJSF43UR&lid=LSTCOMGBWPJRJSF43URMEP1FG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_163&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.COMGBWPJRJSF43UR.SEARCH&ssid=k3w59zhoio2x9s741653220445133,"acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/360 Hz) PH315-54 Gaming Laptop  (15.6 Inch, Abyssal Black, 2.3 Kg)",,"?1,44,990","Laptop, Power Adaptor, User Guide, Warranty Documents",PH315-54,NH.QC2SI.00A,Predator Helios 300,Predator Helios 300,Abyssal Black,Gaming Laptop,"Entertainment, Everyday Use, Gaming, Performance, Processing & Multitasking, Travel & Business",230 W,4,No,GDDR6,6 GB,Intel,Core i9,11th Gen,Yes,1 TB,16 GB,DDR4,11900H,5.20,32,16,NVIDIA GeForce RTX 3060,8,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 ports, 1 x USB Type-C port (Thunderbolt 4), 1 x USB 3.2 Gen 2 port with power-off charging",1 x HDMI Port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"15.6"" display with IPS (In-Plane Switching) technology, Full HD 1920 x 1080, high-brightness (300 nits) Acer ComfyView LED-backlit TFT LCD, supporting 360 Hz, 3 ms Overdrive, sRGB 100%",Built-in Dual Speakers,Dual built-in microphones,,"Killer Wi-Fi 6 AX 1650i, 802.11 a/b/g/n+acR2+ax wireless LAN",v5.1,363 x 255 x 22.9 mm,2.3 Kg,Not Available,,103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad,Yes,"59 Wh, Li-ion battery",1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,Killer Ethernet E2600,720p HD Webcam,Touchpad with Multi-touch Gesture Support,,,,2,3200 MHz,Yes,,,,,1 Year,,,,PCIe NVMe,,64,360 Hz,,,Kensington Lock Slot,,,,,,,,,,,,,,,,
163,https://www.flipkart.com/lenovo-core-i5-10th-gen-4-gb-1-tb-hdd-dos-v14-iil-laptop/p/itm69db1adec529b?pid=COMGCEVHAS9BQWAY&lid=LSTCOMGCEVHAS9BQWAYGJHEV4&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_164&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.COMGCEVHAS9BQWAY.SEARCH&ssid=k3w59zhoio2x9s741653220445133,"Lenovo Core i5 10th Gen - (4 GB/1 TB HDD/DOS) V14 IIL Laptop  (14 inch, Grey)",,"?47,499","Laptop, Power Adaptor, User Guide, Warranty Documents",V14 IIL,82C40104IH,V14,,Grey,Laptop,Performance,,,No,,,Intel,Core i5,10th Gen,No,,4 GB,DDR4,,,,,NA INTEGRATED_GRAPHICS,,,DOS,,,,,No,35.56 cm (14 inch),?1366 x 768 (HD Ready) pixel,,,,,,YES,,,Not Available,,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,?5.5 Hours,,,,,,,,,,,,,,,,,,,,,1 TB,,,,,,,,,,,,,,
164,https://www.flipkart.com/hp-omen-core-i7-11th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050ti-16-b0352tx-gaming-laptop/p/itm87c392a3d6241?pid=COMGBH9JFRDFBSYQ&lid=LSTCOMGBH9JFRDFBSYQNPQUJH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_165&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.COMGBH9JFRDFBSYQ.SEARCH&ssid=k3w59zhoio2x9s741653220445133,"HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050Ti) 16-B0352TX Gaming Laptop  (16.1 Inch, Shadow Black, 2.32 Kg, With MS Office)",,"?1,18,990","Laptop, Power Adapter, User Guide, Warranty Documents",16-B0352TX,4D8E1PA#ACJ,16-B0352TX,OMEN,Shadow Black,Gaming Laptop,Processing & Multitasking,,6,Yes,GDDR6,4 GB,Intel,Core i7,11th Gen,Yes,1 TB,16 GB,DDR4,11800H,4.6,32,24,NVIDIA GeForce RTX RTX 3050Ti,8,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 xSuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1 xHDMI 2.1,No,40.89 cm (16.1 Inch),1920 x 1080 Pixels,"FHD, IPS, micro-edge, anti-glare, Low Blue Light, (Brightness: 300 nits, 137 ppi, Color Gamut: 100% sRGB)",Dual speakers,Integrated dual array digital microphones,Audio by Bang & Olufsen,Intel Wi-Fi AX210 (2x2),v5.2,369 x 248 x 22.5 mm,2.32 Kg,Not Available,,"Full-size, 4-zone RGB backlit, shadow black keyboard with, numeric keypad and 26-Key Rollover Anti-Ghosting Key technology",Yes,83 Wh Li-ion polymer,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Integrated 10/100/1000 GbE LAN,HP Wide Vision 720p HD camera,"HP Imagepad with multi-touch gesture support, Precision Touchpad Support",,,,,3200 MHz,,,,,,,,,,"PCIe, NVMe",,64,,,,,,,,,,,,,,,,,,,,
165,https://www.flipkart.com/hp-omen-core-i7-11th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-16-b0351tx-gaming-laptop/p/itmdf286c9912b18?pid=COMGBH9JUPSVKGGV&lid=LSTCOMGBH9JUPSVKGGVJQ6IEF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_166&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.COMGBH9JUPSVKGGV.SEARCH&ssid=k3w59zhoio2x9s741653220445133,"HP OMEN Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) 16-B0351TX Gaming Laptop  (16.1 Inch, Shadow Black, 2.32 Kg, With MS Office)",,"?1,16,990","Laptop, Power Adapter, User Guide, Warranty Documents",16-B0351TX,4D8E0PA#ACJ,16-B0351TX,OMEN,Shadow Black,Gaming Laptop,Processing & Multitasking,,4,Yes,GDDR6,4 GB,Intel,Core i7,11th Gen,Yes,1 TB,16 GB,DDR4,11800H,4.6,32,24,NVIDIA GeForce RTX RTX 3050,8,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 10Gbps signaling rate, (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI 2.1,No,40.89 cm (16.1 Inch),1920 x 1080 Pixel,"FHD, IPS, micro-edge, anti-glare, Low Blue Light (Brightness: 300 nits, 137 ppi, Color Gamut: 100% sRGB)",Dual speakers,Integrated dual array digital microphones,,Intel Wi-Fi AX210 (2x2),v5.2,369 x 248 x 22.5 mm,2.32 Kg,Not Available,,"Full-size, 4-zone RGB backlit, shadow black keyboard with numeric keypad and 26-Key Rollover Anti-Ghosting Key technology",Yes,70 Wh Li-ion polymer battery,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Integrated 10/100/1000 GbE LAN,HP Wide Vision 720p HD camera,"HP Imagepad with multi-touch gesture support, Precision Touchpad Support",,,,2,3200 MHz,Yes,,,,,,,,,PCIe NVMe,,64,,,1 x multi-format SD media card reader,,,,,,,,,,,,,,,,,
166,https://www.flipkart.com/asus-vivobook-15-pentium-quad-core-4-gb-1-tb-hdd-windows-11-home-x515ma-br101w-laptop/p/itmbdf41c6e4b28e?pid=COMGCA5JWCA3RUYE&lid=LSTCOMGCA5JWCA3RUYEACCTTO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_167&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.COMGCA5JWCA3RUYE.SEARCH&ssid=k3w59zhoio2x9s741653220445133,"ASUS Asus Vivobook 15 Pentium Quad Core - (4 GB/1 TB HDD/Windows 11 Home) X515MA-BR101W Laptop  (15.6 inch, Transparent Silver, 1.8 kg)",3.7,"?29,940","Laptop, Adaptor & Manual",X515MA-BR101W,X515MA-BR101W,Vivobook 15,Asus Vivobook 15,Transparent Silver,Laptop,Everyday Use,,,No,,,Intel,Pentium Quad Core,,No,,4 GB,DDR4,PQC N5030,1.1 Ghz With Turbo Upto 3.1,,4 MB,Intel Integrated Intel UHD,4,64 bit,Windows 11 Home,,Yes,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI,No,39.62 cm (15.6 inch),1366 x 768 pixel,"15.6-inch, HD (1366 x 768) 16:9 aspect ratio, 200nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 83 ?",SonicMaster Audio by ICEpower® Built-in speaker Built-in microphone with Cortana support,Yes,SonicMaster Audio by ICEpower® Built-in speaker Built-in microphone with Cortana support,Wi-Fi 5(802.11ac)+Bluetooth 4.2 (Dual band) 1*1,4.2,36.02 x 23.49 x 1.99 ~ 1.99 cm,1.8 kg,Not Available,Yes,Chiclet Keyboard,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,ANy Type of Damage,1 Year,,VGA,MultiGesture Touchpad,,Upto 6 Hrs.,,,,,,,No,,1 Year,,,,,,64 Bit,,1 Year McAfee,,,,1 TB,,,,,,,,,,,,,,
167,https://www.flipkart.com/msi-sword-15-core-i7-11th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-a11uc-891in-gaming-laptop/p/itm65be7a217a9bb?pid=COMGCAAFRWRRUKGA&lid=LSTCOMGCAAFRWRRUKGAJBKGR5&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_7_168&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=21fe1715-1274-454f-b672-703b04ce5a95.COMGCAAFRWRRUKGA.SEARCH&ssid=k3w59zhoio2x9s741653220445133,"MSI Sword 15 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) 15 A11UC-891IN Gaming Laptop  (15.6 inch, White, 2.25 kg)",,"?86,990","Laptop, Power Adapter, Manual",15 A11UC-891IN,9S7-158213,Sword 15 A11UC,Sword 15,White,Gaming Laptop,"Processing & Multitasking, Gaming",150 W AC Adapter,3 cell,No,GDDR6,4 GB,Intel,Core i7,11th Gen,Yes,512 GB,8 GB,DDR4,Intel Core i7-11800H,2.3 Ghz to 4.60 GHz,64GB,,NVIDIA GeForce RTX 3050,8,64 bit,Windows 10 Home,,Yes,"1 x Type-C USB3.2 Gen.1, 2 x Type-A USB3.2 Gen.1, 1 x Type-A USB2.0",1 x HDMI 2.0,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,Full HD IPS Display (45% NTSC Color Gamut),2 x 2 W Speakers,Yes,Realtek ALC233,Intel Wi-Fi 6 AX201(2x2 ax),v5.1,359 x 259 x 24.9,2.25 kg,Not Available,,Single Backlit Keyboard (Blue),Yes,,2 Year Warranty Term,Carry-In Warranty,Manufacturing Defects,Physical Damage|| Burn|| Liquid Spill,2 Year,Yes,HD type (30fps at 720p) Webcam,Touch Pad,,3-4 Hrs,,2 Slots,3200 MHz,Yes,Realtek ALC233,,Yes,,2 Year,,,,PCIe NVMe,,64 Bit,144 Hz,,,,,,,,,,,,,,,,,,,
168,https://www.flipkart.com/hp-ryzen-5-quad-core-8-gb-512-gb-ssd-windows-10-home-15s-gr0500au-laptop/p/itm16df950698f70?pid=COMGCBECV44ZJUFG&lid=LSTCOMGCBECV44ZJUFGHNIFEO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_169&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7fcacb32-62b5-4d89-93e5-3171328b4d40.COMGCBECV44ZJUFG.SEARCH&ssid=7w0q68v07of5wav41653220556500,"HP Ryzen 5 Quad Core - (8 GB/512 GB SSD/Windows 10 Home) 15s-gr0500AU Laptop  (15.6 inch, Natural Silver, With MS Office)",,"?52,380","Laptop, Adapter",15s-gr0500AU,gr0500AU,15s,,Natural Silver,Laptop,Everyday Use,,,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,DDR4,,,,,AMD Radeon AMD,,,Windows 10 Home,,,,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,,4.2,,,Not Available,,,,,1 year,onsite,Manufacturing Defect,Physical Damage,,,,,,upto 6 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,https://www.flipkart.com/hp-core-i3-10th-gen-8-gb-512-gb-ssd-windows-10-pro-240-g8-laptop/p/itm6cbe78d9c80e8?pid=COMGCBGCGSMV5ZS5&lid=LSTCOMGCBGCGSMV5ZS55LWOQ4&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_170&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7fcacb32-62b5-4d89-93e5-3171328b4d40.COMGCBGCGSMV5ZS5.SEARCH&ssid=7w0q68v07of5wav41653220556500,"HP Core i3 10th Gen - (8 GB/512 GB SSD/Windows 10 Pro) 240 G8 Laptop  (14 inch, Black)",,"?53,499","Laptop, AC Adapter, User Guide, Manuals",240 G8,53L44PA,240 G8,,Black,Laptop,Processing & Multitasking,,,No,,,Intel,Core i3,10th Gen,Yes,512 GB,8 GB,DDR4,,,,,Intel Integrated,,,Windows 10 Pro,,,,,No,35.56 cm (14 inch),1920x1080 pixel,,,,,,YES,,,Not Available,,,,,1 YEAR,ONSITE,MANUFACTURING DAMAGE,PHYSICAL DAMAGE,,,,,,UPTO 6 HRS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,https://www.flipkart.com/asus-vivobook-ultra-k15-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-k513ea-l303ws-k513e-thin-light-laptop/p/itm9d93a41eb3ba9?pid=COMGCBGY4PGJNGRT&lid=LSTCOMGCBGY4PGJNGRTTAF01Q&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_171&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7fcacb32-62b5-4d89-93e5-3171328b4d40.COMGCBGY4PGJNGRT.SEARCH&ssid=7w0q68v07of5wav41653220556500,"ASUS Vivobook Ultra K15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L303WS K513E Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.8 kg, With MS Office)",,"?48,990","Laptop, Adaptor & Manual",K513EA-L303WS K513E,K513EA-L303WS,VivoBook K15,Vivobook Ultra K15,Transparent Silver,Thin and Light Laptop,"Travel & Business, Entertainment, Everyday Use, Processing & Multitasking, Performance",,,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,i3-1115G4,3.0 Ghz With Turbo Upto 4.10,,6 MB,Intel Integrated Intel UHD,2,64 bit,Windows 11 Home,,Yes,"1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C, 2x USB 2.0 Type-A",1x HDMI,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"15.6-inch, FHD (1920 x 1080) OLED 16:9 aspect ratio, LED Backlit, 0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut, 1,000,000:1, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors,",Audio by ICEpower® Built-in speaker Built-in microphone harman/kardon with Cortana support,Yes,Audio by ICEpower® Built-in speaker Built-in microphone harman/kardon with Cortana support,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,5.0,35.90 x 23.50 x 1.79 ~ 1.79 cm,1.8 kg,Not Available,Yes,Backlit Chiclet Keyboard,Yes,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Any Types Of Damage,1 Year,,720p HD,MultiGesture Touchpad,"Windows 11 Home, Microsoft Office Home & Student 2021, 1 Year Mcafee",Upto 6 Hrs.,,,3200 MHz,,,,No,,1 Year,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,,,NVMe™ PCIe® 3.0 SSD,,64 Bit,,1 Year McAfee,Micro SD card reader,,,,,,,,,,,,,,,,,
171,https://www.flipkart.com/asus-vivobook-11-celeron-dual-core-4-gb-128-gb-emmc-storage-windows-home-e210ma-gj001w-thin-light-laptop/p/itmde2d81a0c796b?pid=COMGC5NJGGPHGFTX&lid=LSTCOMGC5NJGGPHGFTXO1JZZO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_172&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7fcacb32-62b5-4d89-93e5-3171328b4d40.COMGC5NJGGPHGFTX.SEARCH&ssid=7w0q68v07of5wav41653220556500,"ASUS Vivobook 11 Celeron Dual Core - (4 GB/128 GB EMMC Storage/Windows 11 Home) E210MA-GJ001W Thin and Light Laptop  (11.6 inch, Peacock Blue, 1.05 kg)",,"?26,800","Laptop , Adaptor, & Manual",E210MA-GJ001W,E210MA-GJ001W,E210MA-GJ001W,Vivobook 11,Peacock Blue,Thin and Light Laptop,"Travel & Business, Everyday Use, Entertainment","33W AC Adapter, Output: 19V DC, 1.75A, 33W, Input: 100-240V AC 50/60Hz universal","38WHrs, 2S1P, 2-cell Li-ion",No,,,Intel,Celeron Dual Core,,No,,4 GB,DDR4,Celeron N4020,"1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores)",,4 MB,Intel Integrated Intel® UHD Graphics 600,2,64 bit,Windows 11 Home,,Yes,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C",1x HDMI 1.4,No,29.46 cm (11.6 inch),1366 x 768 pixel,"11.6-inch, HD (1366 x 768) 16:9 aspect ratio, 45% NTSC color gamut, Anti-glare display, Screen-to-body ratio: 73 ?",SonicMaster Audio by ICEpower® Built-in speaker Built-in microphone with Cortana support,Yes,SonicMaster Audio by ICEpower® Built-in speaker Built-in microphone with Cortana support,Wi-Fi 5(802.11ac)+Bluetooth 4.2 (Dual band) 2*2,4.2,"27.90 x 19.10 x 1.69 ~ 1.69 cm (10.98"" x 7.52"" x 0.67"" ~ 0.67"")",1.05 kg,Not Available,,Chiclet Keyboard 1.4mm Key-travel Support NumberPad,,,1 Year On site Manufacturing warranty,Onsite,Manufacturing Defects,Any type of damage,1 Year,,VGA,MultiGesture Touchpad,,Upto 8 Hrs.,,,,,,,No,,1 Year,Wi-Fi 5(802.11ac)+Bluetooth 4.2 (Dual band) 2*2,,,,,64 Bit,,,,,,,,,,,,,,,,,,,128 GB,
172,https://www.flipkart.com/asus-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-k513ea-l303ws-laptop/p/itm7eeba6d9a7b24?pid=COMGC88BXPDQVFNF&lid=LSTCOMGC88BXPDQVFNFORH1RN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_8_173&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_8_L1_view-all&iid=7fcacb32-62b5-4d89-93e5-3171328b4d40.COMGC88BXPDQVFNF.SEARCH&ssid=7w0q68v07of5wav41653220556500,"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) K513EA-L303WS Laptop  (15.6 inch, Silver, With MS Office)",,"?46,800","Laptop, Manual, Adaptor",K513EA-L303WS,90NB0SG2-M43690,VivoBook Ultra K15 K513EA-L303WS,,Silver,Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking",,,Yes,DDR4,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,,,,,Intel Integrated intel hd,,,Windows 11 Home,,,,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,,yes,,,Not Available,,,,,1 Year Onsite Warranty,onsite,Manufacturing Defects,Physical Damage,,,,,,3 Hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
